"","baseMean","logFC","lfcSE","stat","pvalue","padj","FDR","Significance","group","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"215",1.11904761904762,0.476437945352483,0.440281502630939,1.08212119406672,0.279198679465129,1,1,"Not Significant","conventional","62a8750966d2c18289548e353258ea3a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales_A_504723","Aestuariivirgaceae","Anderseniella",NA
"216",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6300dcc151275bd8bcd2058bb8e1239d","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",NA
"217",1.04761904761905,-0.115477183036817,0.459011558363178,-0.251577941628758,0.801367310363933,1,1,"Not Significant","FTPIG","63217d9e37eb5bb8f5fa7d4db44be83b","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Aquiluna",NA
"218",3,5.09409915630131e-08,0.273849891818438,1.8601793568276e-07,0.999999851579161,1,1,"Not Significant","conventional","63f0a7663f3e5149aca4b00bad183899","Bacteria","Verrucomicrobiota","Kiritimatiellae_777786","SS1-B-03-39","UBA6053","UBA6053",NA
"219",2.16666666666667,4.95973585398643e-08,0.32209744469611,1.53982465109768e-07,0.999999877139768,1,1,"Not Significant","conventional","641c4887a9338bc715475d320d3abd02","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Hellea",NA
"220",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","644049b2fa1363e0134dae0ab4a1ca50","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas_A_859424",NA
"221",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6552ab56103eaf5a3eb1e9b2f45e8ee7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales_597432","Rhodocyclaceae","Zoogloea",NA
"222",1.95238095238095,-0.0102682869012038,0.338278961969527,-0.0303544945314357,0.975784336219439,1,1,"Not Significant","FTPIG","656dce6f16974d1c16ee6ff15c859946","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","CACCCN01",NA
"223",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","658a1bac9c76c40c36092e4349eb05e5","Bacteria","Bdellovibrionota_E","Bdellovibrionia_A_470743","UBA1018","UBA1018","GWA1-52-35",NA
"224",12.547619047619,-0.190486285567003,0.138412388906576,-1.37622280109315,0.168752664981956,1,1,"Not Significant","FTPIG","658b3bf2d4d17ab06d862cb1c4fa4b32","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia",NA
"225",5.69047619047619,0.13650203900942,0.201593560323583,0.677115076445482,0.498332943970446,1,1,"Not Significant","conventional","659ed5c028a49ac18495504f2073e0bb","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae_900752","Marinoscillum",NA
"226",2.54761904761905,-0.0473056623543522,0.300426909118408,-0.157461468725185,0.874881172534678,1,1,"Not Significant","FTPIG","65c991d9e79fbbd468439728838f0518","Bacteria","Actinobacteriota","Acidimicrobiia_401430","Acidimicrobiales","UBA8592","UBA8592",NA
"227",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","662377b935fd6f12866ff012463891b0","Bacteria","Firmicutes_D","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_D",NA
"228",3,5.09409915630131e-08,0.273849891818438,1.8601793568276e-07,0.999999851579161,1,1,"Not Significant","conventional","67a3af80ab8b41083f92c0c9a6e700e9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","Dokdonia",NA
"229",9.35714285714286,-0.203655803792966,0.188132786370237,-1.0825109632522,0.279025546595337,1,1,"Not Significant","FTPIG","67a9e37205f539949834593a1dd79f46","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","UBA3537",NA
"230",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","684c1df6f444bfe673a70b740ca955a3","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae_966727","Ferruginibacter",NA
"231",2.04761904761905,0.0780025513161243,0.329282205719519,0.236886627826365,0.812744744223124,1,1,"Not Significant","conventional","69824e5e1e628bd899a1801a5f2a89c4","Bacteria","Delongbacteria","UBA4055","UBA4055","UBA4055","UBA4055",NA
"232",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","69a21748f8ce468ce859a4a70197bd6f","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella",NA
"233",9.69047619047619,0.0947044554556313,0.153869223567015,0.615486666275303,0.538233372285747,1,1,"Not Significant","conventional","69bfc840c6207d6670e7aa72b240c3fe","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales_A_737866","Alteromonadaceae_665222","Alteromonas_F",NA
"234",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6a0513cc7d806ddcd93ed72dcc308ef1","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011","AR15",NA
"235",0.976190476190476,-0.0824621417833457,0.473344716840747,-0.174211602769593,0.861699167280534,1,1,"Not Significant","FTPIG","6a0b55fb3a433d0572e58cf0a00be2d2","Bacteria","Patescibacteria","WWE3","UBA101185","UBA10185","UBA8498",NA
"236",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6a141bf86b93f5878d9847dc827337c1","Bacteria","Bdellovibrionota_E","UBA2428","UBA2428","UBA2428","JAACVK01",NA
"237",3.97619047619048,0.0151069401028131,0.238312063410308,0.0633914200004349,0.949454819359095,1,1,"Not Significant","conventional","6ad2c9e8d79387a91219b2957590873c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales_A_501396","Rhizobiaceae_A_499471","Ahrensia",NA
"238",5.85714285714286,-0.378511563800732,0.20671710635482,-1.83106067260363,0.0670914876456546,1,1,"Not Significant","FTPIG","6b777feac8a940422f99be0c572a994d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","UBA3478",NA
"239",3.16666666666667,0.132103622442747,0.317511684421667,0.41605908986741,0.677366764866357,1,1,"Not Significant","conventional","6b9dd64d080d53d989a8407d9806429e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA
"240",2,4.77477073778558e-08,0.333783311599403,1.43050013941863e-07,0.999999885862602,1,1,"Not Significant","conventional","6bc84255fa7c7dd90c23ff6186db6635","Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","Chitinivibrio",NA
"241",3,5.09857582588381e-08,0.273970228536671,1.86099630354594e-07,0.999999851513978,1,1,"Not Significant","conventional","6d0f92c33f29be3cc4ecc054ef1b440e","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547","2011-GWC2-44-17",NA
"242",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6d6e985fd943c6fd7bb035c50c456ca4","Bacteria","Desulfobacterota_I","Desulfobacteria","Desulfobacterales","Desulfobacteraceae_459419","Desulfamplus",NA
"243",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","6dab0bd96342d31231b16c6ef5c977dd","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella",NA
"244",2.97619047619048,0.0201779313978122,0.274737886309209,0.0734442987419019,0.941452567456376,1,1,"Not Significant","conventional","6e7a72f34000704a25809e343b257358","Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Pseudodesulfovibrio",NA
"245",0.976190476190476,0.0614005252117366,0.470136522856822,0.130601478988766,0.896090572686073,1,1,"Not Significant","conventional","7083942a85c6baa5f01fb9127e061116","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Crocinitomicaceae","Brumimicrobium",NA
"246",1.02380952380952,0.0780024954913159,0.459301650477776,0.169828467653395,0.865145038176769,1,1,"Not Significant","conventional","71f6d6badec9a36484ea0f6bea464bc2","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales_595422","Burkholderiaceae_A_595422","Pusillimonas_A",NA
"247",7.4047619047619,-0.27510719140718,0.180343141071987,-1.52546523129131,0.127143099295407,1,1,"Not Significant","FTPIG","71fff8efc65855fe0cc9d28d00c5f7aa","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","MAG-120531",NA
"248",11.0238095238095,0.108524487242809,0.147083749997843,0.737841449136297,0.460610802329269,1,1,"Not Significant","conventional","7338e9edfef034ec21924ff03d3f4417","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Synechococcus_C",NA
"249",4.07142857142857,0.0245780697001128,0.235582254258185,0.104329036911144,0.916908235521148,1,1,"Not Significant","conventional","734624bd0f126e4554cac94945cebe9e","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953",NA
"250",7.78571428571429,-0.0931093632690283,0.173672024065918,-0.536121829464531,0.591874354211546,1,1,"Not Significant","FTPIG","73f51584f23a2939304f3fa6dd2ba42e","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Arctic95D-9",NA
"251",2,4.77477073778558e-08,0.333783311599403,1.43050013941863e-07,0.999999885862602,1,1,"Not Significant","conventional","7445edb0f19782ac7893d4c7185500d0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales_641035","Natronospirillaceae","Reinekea",NA
"252",1.57142857142857,-0.999999760111518,0.430426108340626,-2.32327858541552,0.0201641914615483,1,1,"Not Significant","FTPIG","74a7274d783e29c8d378d38cd3ca10ed","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_877923","Flavobacteriaceae","Confluentibacter",NA
"253",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","75fdc9e51e30737ecfa4f2ced29c50a0","Bacteria","Atribacterota","JS1","SB-45","34-128","34-128",NA
"254",1,4.17217220504105e-17,0.465828264289191,8.95645997652673e-17,1,1,1,"Not Significant","conventional","76defa2ff7d6e3f35bd3476672f5bd07","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales_A_737866","Enterobacteriaceae_A","Phytobacter",NA
"255",0.976190476190476,0.0614005252117366,0.470136522856823,0.130601478988765,0.896090572686074,1,1,"Not Significant","conventional","76e0152b0901c481bd43f237ba026abe","Bacteria","Desulfobacterota_I","Desulfobacteria","Desulfobacterales","UBA2174_A_458268","UBA2174",NA
"256",2.02380952380952,0.0395284075817133,0.331394470281494,0.119279019798179,0.905054304598625,1,1,"Not Significant","conventional","7743cab995a9d4fd095b4eca6e90796f","Bacteria","Myxococcota_A_473307","UBA9160","UBA9160","UBA4427","UBA4427",NA
